PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,ZIP
12/1/2015,57,49,41,46,35,32,82,65,41,30.27,30.23,30.19,10,10,10,4,1,,0,2,,206,94063
12/2/2015,57,50,44,48,39,36,82,70,48,30.25,30.18,30.06,10,10,10,5,0,,0,4,,237,94063
12/3/2015,59,52,44,54,44,39,88,80,67,30.13,30.04,29.96,10,9,2,15,3,31,0,2,Rain,178,94063
12/4/2015,59,52,44,50,45,41,100,90,67,30.3,30.22,30.13,10,10,10,6,2,,0,1,,203,94063
12/5/2015,55,48,41,46,43,41,100,86,62,30.3,30.27,30.23,10,10,10,5,1,,0,2,,245,94063
12/6/2015,60,54,48,57,48,37,100,82,51,30.33,30.28,30.24,10,9,2,10,2,,0,5,Rain,124,94063
12/7/2015,59,56,53,57,54,50,100,97,77,30.33,30.3,30.26,10,8,0,9,2,,0,6,Fog,210,94063
12/8/2015,62,56,50,55,53,50,100,94,77,30.27,30.24,30.19,10,9,5,5,1,,0,6,,198,94063
12/9/2015,66,60,53,57,55,54,100,91,73,30.2,30.12,30,10,10,8,13,1,,0,7,,134,94063
12/10/2015,62,56,50,59,53,46,100,86,59,30,29.91,29.87,10,7,2,20,9,28,0.07,7,Rain,214,94063
12/11/2015,57,52,46,46,44,39,100,80,51,30.06,29.92,29.84,10,10,2,14,5,37,0.21,4,Rain,271,94063
12/12/2015,57,50,44,48,45,41,93,81,67,30.3,30.15,30.06,10,10,8,8,3,,0,5,,229,94063
12/13/2015,57,52,48,55,46,37,94,79,66,30.19,30.06,29.88,10,8,1,23,8,31,0,5,Rain,217,94063
12/14/2015,55,48,41,41,37,27,87,70,33,30.18,30.13,30.09,10,10,10,13,5,18,0,1,,305,94063
12/15/2015,55,48,41,39,34,28,87,68,38,30.24,30.19,30.15,10,10,10,16,3,,0,0,,331,94063
12/16/2015,55,46,37,39,34,28,81,71,41,30.29,30.25,30.22,10,10,10,7,1,,0,0,,185,94063
12/17/2015,55,47,39,48,41,32,93,84,41,30.31,30.26,30.19,10,10,10,7,1,,0,3,,48,94063
12/18/2015,59,50,42,52,46,41,100,88,67,30.18,30.08,29.96,10,9,2,15,3,21,0.06,5,Rain,154,94063
12/19/2015,55,52,48,50,45,37,100,84,54,30.16,30.03,29.96,10,9,3,15,3,20,0,4,,262,94063
12/20/2015,55,47,39,52,43,37,100,87,67,30.25,30.18,30.15,10,8,2,14,5,,0,5,Rain,150,94063
12/21/2015,59,54,50,57,53,50,100,96,88,30.16,30.05,29.89,10,4,2,16,9,21,0.04,8,Rain,202,94063
12/22/2015,59,55,51,57,54,41,100,88,67,29.95,29.86,29.78,10,5,1,21,14,30,0,7,Rain,280,94063
12/23/2015,55,50,46,43,39,36,76,64,47,30.05,30,29.94,10,10,9,21,12,29,0,2,,295,94063
12/24/2015,53,48,42,46,42,37,100,82,58,30.1,30.01,29.96,10,9,2,18,5,25,0.06,4,Rain,255,94063
12/25/2015,51,45,39,41,37,32,93,82,57,30.41,30.23,30.1,10,10,10,10,3,,0,2,,278,94063
12/26/2015,51,44,37,37,30,25,87,63,37,30.48,30.41,30.36,10,10,10,14,2,,0,0,,29,94063
12/27/2015,46,39,32,39,32,28,87,77,53,30.35,30.25,30.11,10,10,5,8,1,,0,3,Rain,169,94063
12/28/2015,48,44,39,41,38,36,100,86,66,30.12,30.08,30.02,10,9,3,12,4,,0.02,5,Rain,3,94063
12/29/2015,53,44,35,39,35,30,100,83,41,30.21,30.12,30.05,10,10,10,5,0,,0,0,,187,94063
12/30/2015,51,44,37,45,39,36,93,87,67,30.3,30.25,30.21,10,10,2,8,2,,0,4,Rain,355,94063
12/31/2015,50,44,37,39,35,28,93,76,43,30.29,30.23,30.16,10,10,7,8,2,,0,0,,255,94063
1/1/2016,48,42,35,32,28,19,87,63,37,30.21,30.16,30.13,10,10,10,7,2,,0,1,,188,94063
1/2/2016,50,46,42,37,33,32,71,63,50,30.15,30.07,29.98,10,10,10,7,3,,0,7,,162,94063
1/3/2016,53,48,42,45,39,36,87,71,54,29.97,29.89,29.81,10,10,5,8,2,,0,6,Rain,228,94063
1/4/2016,60,54,48,50,46,45,94,86,63,29.8,29.76,29.66,10,7,2,18,2,25,0.01,7,Rain,154,94063
1/5/2016,55,52,48,52,50,46,100,92,77,29.86,29.71,29.61,10,6,2,16,9,26,0.28,7,Rain,151,94063
1/6/2016,53,50,48,48,46,45,94,87,72,29.82,29.73,29.65,10,8,2,17,10,24,0.1,7,Rain,151,94063
1/7/2016,55,48,42,46,45,41,100,92,72,30.06,29.93,29.79,10,8,0,7,3,,0,5,Fog-Rain,93,94063
1/8/2016,53,46,39,48,43,39,100,89,72,30.14,30.09,30.06,10,10,5,7,0,,0,6,,253,94063
1/9/2016,55,52,48,50,47,45,94,88,72,30.19,30.13,30.09,10,9,4,10,3,18,0,7,Rain,125,94063
1/10/2016,53,50,48,48,48,46,100,91,77,30.26,30.21,30.17,10,7,4,6,1,,0,7,,7,94063
1/11/2016,57,54,50,50,48,46,100,89,72,30.35,30.3,30.26,10,9,7,8,1,,0,7,,145,94063
1/12/2016,60,54,48,50,47,43,100,83,55,30.32,30.2,30.03,10,8,3,17,4,24,0,4,,153,94063
1/13/2016,59,52,46,55,49,45,100,81,63,30.26,30.13,30.01,10,8,2,18,10,25,0.06,6,Rain,208,94063
1/14/2016,57,49,41,52,45,41,100,87,59,30.23,30.13,30.02,10,10,4,16,3,22,0,4,Rain,169,94063
1/15/2016,59,54,50,54,49,43,94,82,55,30.18,30.09,30.02,10,8,3,8,4,,0.12,6,Rain,310,94063
1/16/2016,62,56,51,57,53,50,100,96,82,30.19,30.16,30.12,10,8,2,8,3,,0.02,7,Rain,144,94063
1/17/2016,60,56,53,57,56,54,100,95,82,30.17,30.11,30.07,10,7,2,13,3,,0.12,8,Rain,153,94063
1/18/2016,62,58,53,57,55,52,100,95,68,30.18,30.13,30.08,10,8,2,9,3,,0.22,5,Rain,177,94063
1/19/2016,64,58,50,59,53,48,100,91,72,30.24,30.08,29.92,10,7,2,22,5,32,0.14,6,Rain,199,94063
1/20/2016,59,52,46,54,49,46,100,94,77,30.3,30.25,30.21,10,9,2,9,1,,0,3,,307,94063
1/21/2016,64,57,50,52,49,45,100,83,49,30.23,30.14,30.03,10,10,7,15,2,20,0,4,,175,94063
1/22/2016,59,56,53,57,54,48,100,90,77,30.08,30.01,29.96,10,6,2,21,11,28,0.01,8,Rain,140,94063
1/23/2016,57,52,48,50,48,45,93,80,72,30.18,30.09,30,10,9,2,14,7,24,0,5,Rain,247,94063
1/24/2016,57,50,44,46,45,41,100,83,58,30.27,30.22,30.17,10,10,9,10,3,,0,3,,285,94063
1/25/2016,59,52,46,50,47,45,100,87,72,30.3,30.27,30.24,10,10,10,4,1,,0,5,,242,94063
1/26/2016,60,52,44,52,47,45,100,89,59,30.38,30.32,30.28,10,7,0,7,1,,0,2,Fog,306,94063
1/27/2016,62,55,48,54,48,46,94,85,63,30.36,30.32,30.27,10,9,5,34,1,,0,1,,279,94063
1/28/2016,59,52,46,54,48,45,100,88,67,30.31,30.27,30.21,10,10,7,7,1,,0,4,,231,94063
1/29/2016,64,58,53,57,54,52,100,90,77,30.22,30.14,30.04,10,8,1,13,3,20,0.13,8,Rain,203,94063
1/30/2016,57,54,50,54,46,37,100,77,48,30.11,30.05,30.01,10,10,10,13,6,,0,7,,284,94063
1/31/2016,55,52,48,43,37,28,76,61,41,30.01,29.91,29.78,10,10,10,25,6,36,0,5,,297,94063
2/1/2016,55,50,44,39,31,23,71,52,33,30.29,30.17,30.01,10,10,10,16,10,21,0,1,,308,94063
2/2/2016,55,50,44,48,42,39,93,81,58,30.34,30.27,30.23,10,9,2,10,3,,0.02,5,Rain,99,94063
2/3/2016,91,65,39,46,42,37,93,82,21,30.46,30.38,30.34,10,10,8,8,2,,0,5,,177,94063
2/4/2016,59,52,44,46,43,41,93,79,51,30.49,30.43,30.38,10,10,10,6,1,,0,3,,207,94063
2/5/2016,62,52,41,48,43,39,93,81,55,30.45,30.41,30.37,10,10,10,5,1,,0,1,,269,94063
2/6/2016,64,54,44,50,45,41,100,80,45,30.45,30.39,30.32,10,8,4,6,1,,0,1,,334,94063
2/7/2016,68,57,46,50,45,41,93,72,43,30.33,30.26,30.18,10,10,10,13,2,,0,0,,259,94063
2/8/2016,73,60,48,55,46,43,87,70,38,30.27,30.21,30.17,10,10,10,8,1,,0,0,,194,94063
2/9/2016,73,60,48,54,46,41,87,73,33,30.26,30.19,30.14,10,10,10,8,1,,0,1,,10,94063
2/10/2016,68,58,48,54,48,43,88,76,52,30.28,30.21,30.16,10,10,8,8,2,,0,2,,312,94063
2/11/2016,68,59,50,54,49,46,94,80,46,30.21,30.16,30.12,10,10,10,34,1,,0,2,,340,94063
2/12/2016,68,58,48,55,49,45,100,84,56,30.25,30.22,30.18,10,10,9,13,2,16,0,2,,284,94063
2/13/2016,68,58,48,57,50,45,100,86,49,30.32,30.26,30.21,10,8,0,10,3,,0,4,Fog,296,94063
2/14/2016,73,60,48,54,48,43,88,76,46,30.32,30.27,30.2,10,10,10,14,2,,0,2,,301,94063
2/15/2016,77,65,53,57,49,45,88,68,32,30.23,30.14,30.04,10,10,8,6,1,,0,0,,316,94063
2/16/2016,75,63,51,59,51,48,88,73,47,30.04,29.91,29.71,10,10,10,20,1,24,0,1,,275,94063
2/17/2016,71,60,50,55,46,39,94,59,31,29.72,29.66,29.54,10,9,2,20,13,37,0.06,4,Rain,181,94063
2/18/2016,60,55,50,48,45,41,87,72,51,30.08,29.92,29.7,10,9,3,16,8,24,0.14,3,Rain,208,94063
2/19/2016,62,54,46,52,45,41,100,82,52,30.26,30.14,30.05,10,9,1,17,4,23,0,5,Rain,214,94063
2/20/2016,59,52,46,48,45,41,100,82,59,30.27,30.23,30.17,10,10,9,6,1,,0,3,,303,94063
2/21/2016,62,53,44,50,43,39,88,76,45,30.3,30.26,30.23,10,10,10,14,2,,0,1,,304,94063
2/22/2016,68,57,46,52,47,43,100,80,40,30.28,30.21,30.09,10,10,10,6,2,,0,3,,258,94063
2/23/2016,68,58,48,50,42,36,87,65,34,30.11,30.07,30.01,10,10,10,10,2,,0,2,,279,94063
2/24/2016,71,60,48,54,43,37,87,66,38,30.18,30.13,30.1,10,10,10,8,1,,0,1,,306,94063
2/25/2016,68,59,50,55,48,43,88,73,56,30.18,30.12,30.08,10,10,10,6,1,,0,1,,328,94063
2/26/2016,68,60,51,54,51,48,88,81,52,30.24,30.14,30.1,10,10,8,16,3,,0,4,,308,94063
2/27/2016,66,60,53,54,50,43,94,77,49,30.24,30.2,30.13,10,10,10,8,3,,0,4,,311,94063
2/28/2016,64,56,48,54,46,39,94,76,52,30.25,30.2,30.17,10,10,10,9,1,,0,2,,281,94063
2/29/2016,71,60,50,57,51,48,100,83,46,30.23,30.17,30.12,10,7,0,7,1,,0,4,Fog,233,94063
3/1/2016,68,60,53,54,48,30,82,73,24,30.18,30.14,30.1,10,10,10,12,2,,0,1,,289,94063
3/2/2016,66,60,53,57,51,46,94,79,63,30.16,30.11,30.04,10,10,7,17,2,22,0,5,,224,94063
3/3/2016,64,60,55,57,53,48,94,80,67,30.14,30.09,30.05,10,10,9,17,4,,0,8,,350,94063
3/4/2016,64,62,59,61,58,55,100,92,77,30.06,29.99,29.93,10,9,2,12,2,17,0.01,8,Rain,176,94063
3/5/2016,62,58,55,59,56,50,100,91,82,29.94,29.82,29.61,10,7,2,22,8,34,0.14,7,Rain,180,94063
3/6/2016,59,54,50,52,47,41,100,78,51,30.04,29.88,29.75,10,8,2,15,9,24,0.12,7,Rain,232,94063
3/7/2016,57,52,46,50,45,41,100,81,55,30.01,29.84,29.73,10,8,2,18,9,30,0.13,5,Rain,260,94063
3/8/2016,59,52,46,48,43,39,82,73,51,30.15,30.09,30.02,10,10,6,14,7,18,0,4,Rain,286,94063
3/9/2016,66,58,51,59,52,48,100,84,63,30.12,30.09,30.05,10,8,1,12,2,16,0,6,Rain,175,94063
3/10/2016,68,62,57,59,53,46,100,78,59,30.05,30,29.89,10,9,2,15,9,23,0.01,4,Rain,179,94063
3/11/2016,57,54,50,57,49,43,100,82,63,30.06,29.85,29.68,10,9,0,25,9,36,0,7,Rain,217,94063
3/12/2016,59,52,44,55,48,45,100,90,67,30.16,30.11,30.07,10,8,2,14,6,22,0.02,5,Rain,177,94063
3/13/2016,59,57,55,57,54,54,100,90,82,30.11,30.06,30,10,6,2,14,7,21,0.05,7,Rain,214,94063
3/14/2016,59,55,50,54,48,36,94,78,42,30.29,30.19,30.07,10,10,4,15,5,16,0,5,,287,94063
3/15/2016,66,56,46,46,43,36,93,70,34,30.3,30.24,30.16,10,10,10,10,3,17,0,0,,307,94063
3/16/2016,71,58,46,50,44,41,87,67,38,30.16,30.1,30,10,10,10,9,1,,0,0,,331,94063
3/17/2016,75,62,50,57,48,46,87,69,46,30.01,29.96,29.89,10,10,10,9,1,,0,0,,315,94063
3/18/2016,62,56,50,55,49,46,94,84,63,30.05,29.99,29.95,10,10,3,14,3,,0,3,,318,94063
3/19/2016,68,59,50,55,49,46,94,83,64,30.07,30.05,30,10,10,8,92,4,20,0,3,,272,94063
3/20/2016,66,58,50,57,51,48,94,84,68,30.11,30.07,30.05,10,9,4,12,3,,0,5,Rain,221,94063
3/21/2016,62,56,50,54,49,46,94,81,63,30.14,30.1,30.06,10,9,3,14,4,21,0,3,Rain,207,94063
3/22/2016,60,54,48,46,46,41,93,76,48,30.29,30.21,30.14,10,10,6,16,6,21,0,2,Rain,279,94063
3/23/2016,66,57,48,46,43,36,87,71,35,30.34,30.29,30.25,10,10,10,14,3,,0,2,,303,94063
3/24/2016,68,57,46,54,46,39,93,77,52,30.32,30.25,30.16,10,10,10,18,3,22,0,1,,274,94063
3/25/2016,68,58,48,48,47,43,94,75,45,30.17,30.08,29.98,10,10,10,16,4,,0,1,,289,94063
3/26/2016,68,58,48,54,48,45,88,77,49,30.06,30.01,29.98,10,10,10,16,5,24,0,1,,290,94063
3/27/2016,62,58,53,52,49,41,88,77,55,30.13,30.08,30.06,10,10,10,18,8,23,0,4,,270,94063
3/28/2016,57,52,48,41,38,36,66,54,44,29.99,29.95,29.9,10,10,10,21,17,33,0,2,,282,94063
3/29/2016,62,53,44,43,34,28,81,46,27,29.92,29.9,29.87,10,10,10,14,3,,0,1,,297,94063
3/30/2016,62,53,44,48,45,39,81,65,52,30.06,30.02,29.98,10,10,10,13,7,18,0,1,,287,94063
3/31/2016,66,57,48,52,48,45,87,71,46,30.15,30.14,30.11,10,10,10,16,6,26,0,3,,309,94063
4/1/2016,64,57,50,48,47,45,87,65,49,30.23,30.19,30.16,10,10,10,12,7,22,0,2,,281,94063
4/2/2016,68,60,51,54,49,46,82,72,56,30.22,30.16,30.1,10,10,10,15,4,,0,5,,342,94063
4/3/2016,66,58,50,52,48,37,94,71,37,30.15,30.13,30.1,10,10,10,14,8,18,0,6,,303,94063
4/4/2016,68,60,53,54,47,41,88,58,43,30.25,30.22,30.18,10,10,10,15,6,16,0,2,,287,94063
4/5/2016,78,64,50,48,40,32,82,40,23,30.26,30.16,30.09,10,10,9,12,2,,0,0,,300,94063
4/6/2016,84,70,55,63,49,45,83,57,30,30.14,30.07,29.96,10,10,10,5,1,,0,1,,236,94063
4/7/2016,71,66,60,59,52,46,83,64,49,29.98,29.95,29.9,10,10,10,13,3,18,0,2,,294,94063
4/8/2016,66,62,59,57,55,52,94,82,68,29.93,29.9,29.87,10,9,3,12,4,,0.14,5,Rain,261,94063
4/9/2016,62,60,57,59,56,54,100,93,77,29.96,29.91,29.88,10,8,5,12,2,,0.12,8,Rain,309,94063
4/10/2016,57,55,53,55,53,50,100,90,77,30.03,29.93,29.88,10,8,2,9,3,,0.1,8,Rain,278,94063
4/11/2016,62,58,53,52,50,48,88,80,63,30.18,30.09,30.03,10,10,10,12,3,,0,6,,265,94063
4/12/2016,60,56,53,52,48,46,88,77,63,30.26,30.21,30.17,10,10,10,14,6,17,0,6,,272,94063
4/13/2016,64,58,53,50,46,39,82,70,40,30.25,30.19,30.09,10,10,10,16,7,21,0,3,,271,94063
4/14/2016,62,56,50,52,44,39,94,69,42,30.18,30.13,30.07,10,9,3,20,9,28,0.04,4,Rain,270,94063
4/15/2016,66,58,50,45,41,36,82,60,32,30.18,30.14,30.09,10,10,10,21,9,25,0,0,,301,94063
4/16/2016,80,65,50,48,41,32,76,51,21,30.12,30.09,30.04,10,10,10,8,1,,0,0,,305,94063
4/17/2016,82,68,53,54,43,39,77,49,23,30.07,30.03,29.98,10,10,10,9,1,,0,0,,295,94063
4/18/2016,84,70,55,55,43,32,72,49,16,30.08,30.04,30.01,10,10,10,13,2,,0,1,,309,94063
4/19/2016,80,68,55,50,40,23,67,45,13,30.04,29.98,29.89,10,10,10,9,2,,0,2,,269,94063
4/20/2016,73,62,50,57,44,32,82,59,22,29.97,29.94,29.92,10,10,10,16,3,22,0,1,,269,94063
4/21/2016,71,65,59,57,54,50,88,75,53,29.95,29.91,29.88,10,10,8,16,4,23,0,4,Rain,217,94063
4/22/2016,62,58,55,55,51,45,94,76,59,30.13,29.93,29.83,10,9,2,20,11,28,0,6,Rain,208,94063
4/23/2016,66,58,51,50,48,46,82,74,49,30.22,30.17,30.13,10,10,10,16,6,18,0,1,,286,94063
4/24/2016,64,58,51,50,46,39,82,69,45,30.15,30.07,30,10,10,10,31,10,44,0,3,,290,94063
4/25/2016,62,55,48,45,38,34,72,58,37,30.07,30.04,30.02,10,10,10,25,13,31,0,0,,293,94063
4/26/2016,62,54,46,50,43,39,81,70,45,30.1,30.07,30.05,10,10,9,23,5,28,0,2,,272,94063
4/27/2016,59,55,51,54,47,41,88,75,51,30.09,29.98,29.89,10,10,9,25,9,34,0,3,,273,94063
4/28/2016,69,60,50,50,46,45,82,73,43,30,29.93,29.89,10,10,9,20,8,25,0,0,,282,94063
4/29/2016,64,56,48,48,46,45,87,74,49,30.06,30,29.94,10,10,9,25,8,32,0,3,,276,94063
4/30/2016,75,62,50,46,41,36,77,49,25,29.96,29.9,29.82,10,10,10,15,7,21,0,0,,307,94063
5/1/2016,80,68,55,54,46,41,77,53,28,29.97,29.86,29.81,10,10,9,14,3,18,0,0,,300,94063
5/2/2016,68,60,53,54,50,48,88,78,60,30.07,30.02,29.97,10,9,7,13,3,,0,3,,329,94063
5/3/2016,71,63,55,54,51,48,94,78,43,30.06,29.99,29.91,10,10,7,9,4,,0,6,,343,94063
5/4/2016,68,62,55,54,50,48,82,74,52,29.94,29.9,29.85,10,10,10,15,7,18,0,6,,289,94063
5/5/2016,64,60,55,54,50,48,88,72,59,29.91,29.88,29.86,10,10,10,12,4,20,0,5,,249,94063
5/6/2016,59,57,55,54,51,48,88,80,72,29.91,29.88,29.85,10,10,5,12,6,,0,7,Rain,283,94063
5/7/2016,62,58,55,55,52,50,88,81,63,30,29.94,29.9,10,10,7,7,2,,0,7,Rain,269,94063
5/8/2016,66,60,55,55,53,50,94,83,64,30,29.98,29.95,10,10,10,13,3,16,0,7,Rain,293,94063
5/9/2016,66,60,53,54,50,48,88,79,59,30,29.98,29.94,10,10,9,13,7,,0,5,,280,94063
5/10/2016,71,62,53,59,52,48,94,82,57,30.02,29.99,29.95,10,9,5,9,4,,0,5,,312,94063
5/11/2016,68,60,53,57,52,50,100,84,60,30.07,30.03,30,10,9,2,14,4,,0,3,,333,94063
5/12/2016,55,54,53,52,50,50,88,85,82,30.07,30.05,30.03,10,10,9,10,4,,0,5,,312,94063
5/13/2016,64,60,55,50,49,46,82,75,55,30.06,30.03,30,10,10,10,17,7,25,0,5,,269,94063
5/14/2016,69,60,50,55,50,45,87,73,56,30.09,30.05,30.01,10,10,10,15,4,18,0,5,,265,94063
5/15/2016,68,62,55,54,52,50,88,77,56,30.02,30,29.97,10,10,10,17,9,23,0,5,,279,94063
5/16/2016,77,65,53,55,50,46,88,74,36,30.01,29.97,29.91,10,10,10,15,7,20,0,2,,275,94063
5/17/2016,87,71,55,57,50,41,88,62,21,29.95,29.92,29.89,10,10,8,14,3,16,0,1,,296,94063
5/18/2016,84,72,59,59,52,48,73,63,30,29.99,29.94,29.88,10,10,8,18,4,,0,0,,310,94063
5/19/2016,64,58,53,50,46,41,82,68,45,29.95,29.9,29.81,10,10,8,23,11,32,0,4,,264,94063
5/20/2016,59,55,51,46,44,41,76,68,55,29.97,29.87,29.81,10,10,10,22,13,31,0,4,,273,94063
5/21/2016,62,58,53,48,47,43,82,73,48,30.11,30.02,29.96,10,10,10,15,6,20,0,5,,264,94063
5/22/2016,64,57,50,50,48,46,87,76,52,30.13,30.09,30.05,10,10,10,14,4,20,0,4,,266,94063
5/23/2016,66,58,51,52,49,46,82,76,49,30.04,29.98,29.92,10,10,10,18,5,22,0,4,,256,94063
5/24/2016,64,60,55,50,49,48,82,75,56,30.08,29.98,29.92,10,10,10,14,7,23,0,7,,258,94063
5/25/2016,64,60,55,52,50,48,82,75,59,30.16,30.11,30.08,10,10,10,17,7,28,0,6,,260,94063
5/26/2016,68,62,55,54,49,46,82,73,52,30.16,30.08,30.02,10,10,10,20,7,24,0,4,,272,94063
5/27/2016,80,66,51,55,49,46,82,66,38,30.02,29.94,29.84,10,10,8,13,3,,0,1,,308,94063
5/28/2016,82,70,57,57,48,43,77,59,26,29.91,29.85,29.82,10,10,8,13,3,,0,1,,315,94063
5/29/2016,71,63,55,55,51,50,82,71,52,30.01,29.95,29.91,10,10,5,16,4,,0,2,,306,94063
5/30/2016,77,66,55,61,54,50,88,78,39,30.02,29.98,29.91,10,9,6,12,3,,0,4,,342,94063
5/31/2016,80,68,55,59,54,50,94,79,44,29.93,29.88,29.81,10,9,5,10,3,,0,1,,352,94063
6/1/2016,75,65,55,59,54,48,88,76,47,29.96,29.88,29.84,10,10,10,12,3,,0,1,,335,94063
6/2/2016,80,68,57,59,55,50,94,76,39,30.01,29.98,29.95,10,9,7,10,3,,0,4,,351,94063
6/3/2016,95,76,57,66,54,45,82,66,18,30.02,29.97,29.89,10,10,10,10,2,,0,1,,338,94063
6/4/2016,80,70,59,59,55,50,82,69,45,29.93,29.9,29.87,10,10,10,14,3,,0,2,,334,94063
6/5/2016,73,65,57,61,54,50,88,80,46,29.94,29.9,29.82,10,10,9,12,4,,0,3,,339,94063
6/6/2016,73,64,55,57,54,52,94,80,53,29.88,29.85,29.8,10,10,10,12,4,16,0,4,,324,94063
6/7/2016,71,65,59,61,55,54,88,79,53,29.98,29.91,29.87,10,10,10,17,6,20,0,6,,297,94063
6/8/2016,68,62,57,54,53,52,88,81,56,29.98,29.97,29.93,10,10,10,18,10,22,0,7,,276,94063
6/9/2016,66,62,57,54,53,50,88,77,64,30,29.96,29.93,10,10,10,18,7,24,0,5,,263,94063
6/10/2016,69,62,55,52,48,43,82,66,40,30.04,29.98,29.94,10,10,10,18,6,24,0,1,,269,94063
6/11/2016,84,68,53,50,46,41,82,58,23,29.96,29.93,29.88,10,10,10,16,4,20,0,2,,289,94063
6/12/2016,75,66,57,55,51,48,77,66,47,30.08,29.99,29.92,10,10,8,14,3,18,0,0,,295,94063
6/13/2016,66,62,57,54,50,46,82,70,52,30.12,30.08,30.06,10,10,7,22,6,31,0,3,,267,94063
6/14/2016,66,60,55,48,45,41,77,64,42,30.08,30.05,29.99,10,10,10,26,13,30,0,2,,265,94063
6/15/2016,64,58,53,50,45,41,77,65,48,30.11,30.03,29.96,10,10,10,21,13,31,0,1,,269,94063
6/16/2016,73,64,55,54,49,45,77,65,41,30.1,30.08,30.03,10,10,7,13,3,,0,4,,245,94063
6/17/2016,71,65,59,59,54,52,82,75,57,30.11,30.07,30,10,10,10,14,4,,0,5,,223,94063
6/18/2016,75,66,57,54,48,45,82,60,34,30.21,30.15,30.1,10,10,10,15,5,,0,3,,297,94063
6/19/2016,84,72,59,54,46,37,72,49,21,30.13,30.08,30.01,10,10,10,17,3,20,0,1,,312,94063
6/20/2016,84,70,57,55,45,36,72,52,21,30.09,30.06,30.02,10,10,8,14,4,16,0,1,,312,94063
6/21/2016,86,72,57,59,50,46,77,61,27,30.06,30.03,29.97,10,10,9,16,3,,0,0,,316,94063
6/22/2016,73,65,57,54,49,46,72,64,41,30.04,30.01,29.98,10,10,9,14,6,18,0,0,,285,94063
6/23/2016,77,66,55,55,50,46,82,65,34,30.11,30.08,30.04,10,10,8,23,5,28,0,0,,286,94063
6/24/2016,80,68,57,57,51,43,88,66,31,30.11,30.06,29.98,10,10,10,14,6,,0,0,,297,94063
6/25/2016,89,74,59,61,50,46,73,58,27,30,29.97,29.92,10,10,10,16,4,,0,0,,318,94063
6/26/2016,84,70,57,55,51,48,88,63,34,30.01,29.98,29.95,10,10,8,12,3,,0,0,,331,94063
6/27/2016,80,68,55,57,52,50,82,68,39,30.04,30,29.95,10,10,10,12,4,,0,0,,335,94063
6/28/2016,77,66,55,57,51,48,82,70,41,30.02,29.98,29.94,10,9,7,14,4,,0,0,,331,94063
6/29/2016,69,62,55,54,50,48,88,74,49,30.01,29.96,29.94,10,10,9,16,6,17,0,1,,301,94063
6/30/2016,80,68,55,59,52,50,94,74,37,29.94,29.89,29.81,10,9,5,13,4,,0,4,,298,94063
7/1/2016,71,63,55,55,52,50,82,72,53,29.91,29.86,29.83,10,9,6,14,5,,0,3,,312,94063
7/2/2016,75,65,55,54,52,50,82,74,47,29.99,29.94,29.9,10,10,10,13,4,,0,1,,304,94063
7/3/2016,73,65,57,57,54,52,88,76,50,30.05,30.01,29.98,10,10,10,17,4,,0,3,,305,94063
7/4/2016,73,65,57,55,54,52,88,77,53,30.04,30.01,29.97,10,10,10,15,5,,0,3,,299,94063
7/5/2016,71,64,57,55,52,48,82,72,46,30.03,29.99,29.94,10,10,10,13,6,,0,5,,267,94063
7/6/2016,68,62,55,52,50,50,82,73,52,30.02,29.99,29.98,10,10,9,18,5,24,0,1,,271,94063
7/7/2016,66,60,55,54,52,50,88,80,64,30.04,30.01,29.98,10,10,10,17,10,25,0,2,,279,94063
7/8/2016,75,66,57,57,55,52,88,80,50,30.06,30.04,30.01,10,10,8,13,8,16,0,6,,268,94063
7/9/2016,77,68,59,63,55,45,88,73,50,30.13,30.09,30.05,10,10,10,17,6,25,0,4,,281,94063
7/10/2016,75,66,57,52,49,45,82,64,36,30.12,30.07,29.98,10,10,10,15,6,20,0,1,,282,94063
7/11/2016,78,68,57,57,50,46,77,62,39,29.99,29.96,29.9,10,10,10,20,3,23,0,0,,293,94063
7/12/2016,75,66,57,54,50,50,82,68,41,30.01,29.97,29.94,10,10,10,14,8,21,0,0,,274,94063
7/13/2016,86,72,57,59,54,50,88,73,37,30.02,29.98,29.94,10,10,9,10,2,,0,0,,352,94063
7/14/2016,77,67,57,57,53,50,88,69,44,30,29.96,29.91,10,9,6,14,3,,0,0,,340,94063
7/15/2016,73,65,57,57,54,52,94,78,53,29.97,29.93,29.87,10,10,6,10,4,,0,4,,316,94063
7/16/2016,71,65,59,55,54,52,82,75,53,29.92,29.89,29.85,10,10,10,15,5,18,0,4,,290,94063
7/17/2016,73,65,57,55,53,50,88,78,50,30.04,29.94,29.89,10,10,10,21,6,26,0,4,,260,94063
7/18/2016,68,62,57,55,54,52,88,81,60,30.13,30.08,30.03,10,10,10,17,9,22,0,5,,258,94063
7/19/2016,71,63,55,54,51,48,88,72,50,30.14,30.1,30.05,10,10,10,16,8,21,0,2,,264,94063
